"partner_id","vendor_id"
17705,81889
17705,81430
17705,81682
17705,81421
17706,81869
17707,81296
17707,81836
17708,81421
17708,43576
17709,81889
17709,81421
17709,81296
17709,55665
17709,81869
17711,81584
17711,81430
17711,81421
17711,81407
17711,81345
17711,81337
17711,81934
17711,81869
17712,81918
17712,81869
17713,81476
17713,55665
17714,81476
17714,81430
17714,81296
17714,81619
17714,81356
17715,81476
17715,81430
17716,81642
17716,82039
17716,81296
17717,81889
17717,25303
17719,81430
17720,81430
17721,81476
17721,81592
17721,81564
17721,82045
17721,75201
17721,81677
17721,81662
17721,81379
17721,81785
17721,81834
17721,81328
17721,81922
17721,81421
17721,81386
17721,81295
17722,81430
17722,81304
17723,45465
17723,45467
17723,45466
17723,81642
17723,81421
17723,81869
17725,81628
17725,73757
17725,81421
17726,81356
17728,81677
17728,81421
17729,81869
17730,81476
17733,81421
17735,81476
17735,81430
17736,81476
17736,81445
17736,81487
17737,81476
17738,75201
17738,81430
17738,81421
17738,81392
17738,81869
17739,81430
17745,81476
17745,81587
17747,81421
17749,81476
17750,81430
17750,81682
17750,81385
17752,81614
17752,81430
17752,45465
17752,45467
17752,45466
17752,81558
17752,82039
17752,81526
17752,81493
17752,81296
17752,78839
17754,81558
17755,81476
17755,13300
17755,81421
17756,81421
17757,81421
17758,81430
17758,81306
17759,81642
17759,81613
17759,81356
17760,81430
17762,81421
17764,81889
17764,81328
17764,81421
17764,81639
17764,82065
17764,81296
17765,13300
17765,81296
17766,81430
17767,81561
17767,82039
17767,50694
17767,81609
17767,81869
17772,43576
17772,81296
17773,81869
17778,81296
17779,82039
17779,81490
17779,51863
17779,78839
17780,81626
17780,81430
17780,45465
17780,45467
17780,45466
17780,82039
17780,73757
17780,81421
17780,81988
17780,81908
17780,81869
17781,81430
17781,81902
17781,81886
17781,81402
17782,82039
17782,81296
17782,55665
17782,70534
17783,81583
17783,82039
17783,81526
17783,81421
17783,81407
17784,81694
17784,24706
17784,82024
17784,81421
17784,81296
17785,81296
17786,39666
17786,81421
17786,81296
17786,81399
17788,81889
17788,82039
17788,81421
17788,81296
17790,78884
17790,58300
17790,81560
17790,81869
17791,82031
17791,10452
17791,75480
17791,81642
17791,81526
17791,82000
17791,73757
17791,81887
17791,81296
17791,50694
17791,81798
17791,81709
17791,81986
17791,81812
17791,81772
17791,70534
17791,81869
17791,81733
17792,82039
17794,81507
17794,81430
17794,81453
17794,81613
17794,81793
17794,82039
17794,81526
17794,81922
17797,81526
17798,81587
17798,81356
17799,82039
17799,81836
17800,81430
17800,81887
17800,81421
17800,81296
17801,81916
17801,81430
17801,25303
17801,81558
17801,82039
17801,81375
17801,81490
17801,78839
17801,81869
17804,82039
17804,81421
17804,81296
17804,81755
17805,81394
17805,78884
17805,58300
17805,81560
17805,81857
17806,81776
17806,81428
17806,81633
17806,81869
17807,81394
17807,81430
17807,81726
17808,81476
17809,75958
17809,81421
17809,81356
17810,81430
17810,81609
17811,81889
17813,81682
17813,81869
17814,81430
17815,81430
17816,81476
17816,82039
17816,81421
17817,81430
17818,81393
17818,82031
17818,81430
17818,14823
17818,81762
17818,81589
17818,45465
17818,45467
17818,45466
17818,81890
17818,81749
17818,81558
17818,82039
17818,81526
17818,38779
17818,81421
17818,81639
17818,81402
17818,81296
17818,55665
17818,81777
17818,81356
17818,81918
17818,82019
17818,81941
17818,81869
17821,81610
17821,81421
17821,81296
17821,81356
17822,46099
17823,81445
17823,81587
17823,81356
17824,55665
17824,81869
17826,81430
17826,70534
17827,81780
17827,81421
17827,81296
17827,81836
17827,81869
17830,81421
17831,35005
17831,81709
17831,81945
17832,81296
17833,82039
17834,81476
17834,25303
17834,81356
17834,81869
17835,81296
17837,81430
17837,81561
17837,45465
17837,45467
17837,45466
17837,25303
17837,81736
17837,81526
17837,81887
17837,81869
17838,81628
17838,25303
17838,81526
17838,73757
17838,81490
17838,81421
17838,81487
17840,81642
17840,82039
17840,82054
17840,81421
17840,81726
17840,81869
17843,81421
17843,81869
17844,82039
17845,81296
17847,75958
17847,82039
17847,81421
17847,81296
17849,81916
17849,81430
17849,40716
17849,81407
17849,65222
17850,81430
17851,81430
17852,81476
17852,81889
17852,81430
17852,81296
17852,55665
17852,81869
17853,81430
17853,82062
17854,81476
17854,81614
17854,81430
17854,82039
17854,81421
17854,81587
17855,81430
17855,45465
17855,45467
17855,45466
17855,25901
17855,81869
17856,81564
17856,81493
17856,78839
17856,81560
17856,81700
17858,81476
17858,81328
17858,81356
17860,81419
17860,81780
17860,82031
17860,81430
17860,82062
17860,82039
17860,81526
17860,81865
17860,39666
17860,81922
17860,81421
17860,81988
17860,82041
17860,81726
17860,81386
17860,82035
17860,81742
17860,81941
17861,81430
17862,81561
17862,82039
17862,81421
17862,81296
17862,81356
17862,81709
17862,81869
17863,81421
17864,81356
17865,81869
17866,46099
17868,81973
17868,5016
17868,81584
17868,81430
17868,40716
17868,81407
17868,81487
17868,82032
17868,82023
17868,78839
17868,81934
17870,81430
17871,81430
17872,81430
17872,82039
17873,81428
17873,81379
17873,81922
17873,81421
17873,81567
17873,81386
17874,81430
17874,81296
17875,81564
17875,46099
17878,81356
17879,81430
17880,81887
17880,81421
17881,81421
17882,81430
17882,81865
17882,81421
17883,81889
17884,81421
17885,39666
17885,81421
17885,81587
17886,81561
17886,81869
17888,81430
17889,81558
17889,81851
17889,81421
17889,81296
17891,81476
17891,81430
17893,81476
17893,81889
17893,81421
17893,78008
17893,81506
17893,81296
17893,50694
17893,55665
17893,81726
17893,81609
17893,81869
17894,81421
17895,81839
17895,81879
17895,82039
17895,81723
17895,81288
17895,38563
17895,81421
17895,78350
17895,81387
17898,81430
17898,81988
17898,81869
17901,81677
17901,81526
17902,81889
17902,82039
17902,81421
17902,81296
17902,81998
17904,81476
17904,81869
17904,81295
17905,81430
17905,81678
17907,81476
17907,81561
17907,81421
17907,81869
17908,81430
17910,81421
17910,81735
17911,81430
17911,81735
17912,81430
17912,81561
17914,81889
17915,81342
17915,82039
17915,81421
17915,81609
17916,81430
17917,81341
17917,81296
17917,81918
17917,81869
17918,81430
17919,81614
17919,81430
17919,81869
17920,81421
17924,81642
17924,81558
17924,82039
17924,55665
17924,81869
17925,81421
17925,81550
17926,36213
17926,81421
17926,81587
17926,81350
17926,81636
17928,81430
17928,81561
17929,81430
17934,81605
17934,81526
17934,39666
17934,81421
17934,81353
17934,78839
17934,70534
17937,81476
17937,82062
17937,81869
17938,81869
17942,81476
17942,81592
17942,81453
17942,82062
17942,81613
17942,81306
17942,81421
17943,81476
17943,81430
17943,81970
17943,81421
17943,55665
17948,73757
17948,81288
17948,39666
17948,81421
17948,78839
17950,81421
17951,81526
17951,73757
17951,81288
17951,81421
17951,81487
17951,81968
17951,78839
17951,70534
17952,81296
17952,81735
17953,81889
17957,81677
17957,81421
17958,82045
17958,82039
17960,81421
17963,81421
17965,82054
17965,81526
17968,55665
17970,81421
17970,55665
17970,81869
17973,81561
17977,81421
17978,81852
17978,81421
17979,81421
17979,78839
17979,70534
17980,81430
17982,81421
17983,46099
17983,81828
17984,81430
17984,81421
17985,81476
17985,81889
17985,81421
17985,55665
17986,81296
17986,81481
17988,77085
17988,81356
17989,82039
17993,81682
17993,81988
17993,81869
17994,82039
17995,81889
17996,81889
17997,82052
17997,81551
17997,81869
17998,81430
17998,81988
17999,81421
18000,82039
18001,81889
18001,81356
18001,81726
18002,81491
18002,82039
18004,81869
18005,81421
18007,81889
18008,82039
18010,81421
18012,77085
18012,81296
18012,81356
18013,81889
18014,81430
18014,82062
18014,81682
18014,78008
18014,50694
18014,81869
18015,81889
18015,81421
18016,81296
18018,81296
18019,81889
18019,81526
18019,81421
18019,81918
18020,81296
18022,81430
18023,81430
18023,81379
18023,73757
18023,81421
18023,81869
18024,81356
18024,81567
18025,75201
18025,22245
18025,81842
18025,81421
18025,81493
18025,78839
18025,70534
18031,81296
18031,55665
18032,81421
18032,81296
18032,81356
18032,81735
18033,81421
18033,81869
18034,81889
18034,81526
18034,81450
18035,81476
18035,81430
18035,82062
18035,81526
18035,81869
18035,81735
18036,81421
18037,81328
18037,81421
18038,81430
18038,81561
18038,81421
18038,81869
18039,5016
18039,81430
18039,81642
18039,81682
18039,82000
18040,81430
18041,81430
18042,81869
18043,81394
18043,81476
18043,81613
18043,81306
18044,81952
18044,82039
18044,82054
18044,81421
18045,81889
18046,81526
18047,81430
18047,82000
18047,50694
18047,82029
18048,81476
18048,81889
18048,81709
18048,81735
18052,81430
18052,81561
18056,75201
18056,82039
18057,81526
18059,81430
18065,81421
18065,81941
18066,81476
18066,81614
18066,81421
18067,81430
18068,55665
18069,81476
18069,25303
18069,81421
18069,78839
18069,81918
18069,81934
18073,81430
18076,81415
18076,81526
18078,81526
18079,81476
18079,81592
18079,81889
18079,81430
18079,81561
18079,81682
18079,81558
18079,81421
18079,81333
18079,81869
18080,81903
18080,82000
18080,81356
18081,81526
18082,81887
18082,81726
18083,81430
18088,81526
18090,81889
18090,82062
18090,81421
18090,82065
18092,81430
18092,82039
18092,81421
18092,81296
18092,81988
18092,81726
18092,81609
18092,81869
18094,13300
18094,81526
18094,81288
18094,81421
18095,81889
18095,81842
18095,81567
18095,81641
18096,81842
18096,81526
18096,81567
18096,81495
18097,81421
18098,81476
18098,81678
18098,81421
18098,81296
18099,81889
18099,81421
18100,81476
18100,81587
18103,46099
18104,81889
18104,82025
18104,81526
18104,81421
18104,81296
18105,82061
18105,81785
18105,81806
18105,81421
18105,81296
18105,81495
18109,81430
18110,81682
18110,81526
18112,81356
18113,81430
18113,81421
18114,1123
18114,81430
18114,81642
18114,82039
18114,81275
18114,81421
18114,81296
18114,81988
18114,78839
18114,81812
18115,81430
18115,81887
18115,50694
18115,55665
18115,81869
18116,81430
18116,81526
18117,81368
18117,81328
18117,81421
18117,60293
18119,15108
18119,81526
18119,81421
18119,78839
18120,81421
18123,81296
18125,81482
18125,81421
18125,78008
18125,55665
18125,81560
18125,81812
18127,25901
18127,81421
18127,81296
18131,81430
18132,81430
18133,81476
18133,81270
18133,81587
18134,81421
18137,81421
18138,81476
18138,81430
18138,82062
18138,81526
18138,81421
18138,81869
18139,81421
18139,81296
18140,81476
18140,81430
18142,81430
18143,81421
18144,81430
18145,81356
18148,81421
18150,81889
18150,81430
18150,81421
18150,81869
18152,81430
18155,81561
18157,81785
18157,81421
18157,81602
18160,81421
18160,81941
18164,81379
18164,81320
18164,81421
18164,81841
18164,81812
18165,81476
18167,81889
18167,18167
18167,82039
18167,81421
18167,55665
18167,81709
18167,81998
18167,81869
18168,81296
18169,81421
18170,81526
18171,82039
18175,81916
18175,81889
18175,45465
18175,45467
18175,45466
18175,81642
18175,82062
18175,81421
18175,81506
18175,81296
18175,55665
18175,81356
18175,81726
18175,81609
18175,81869
18176,45465
18176,45467
18176,45466
18177,81476
18177,81421
18177,81356
18180,81476
18180,81430
18180,82039
18180,81356
18180,81726
18180,81869
18181,46099
18182,81889
18187,81430
18187,81526
18187,81421
18188,81421
18188,81385
18189,81421
18189,81560
18190,55665
18191,81831
18191,55665
18192,1123
18192,81889
18192,81649
18192,25303
18192,82039
18192,81421
18192,81296
18192,55665
18192,81356
18192,81869
18193,81421
18194,81564
18194,81421
18198,81421
18199,81903
18199,81865
18199,81421
18199,82058
18200,81453
18200,82062
18200,24706
18200,82039
18200,81421
18202,82039
18203,81421
18204,81430
18204,81642
18204,25303
18204,81558
18204,82039
18204,82000
18204,73757
18204,78008
18204,81743
18204,81296
18205,81296
18206,81430
18206,82039
18206,81421
18206,81296
18207,81889
18207,81869
18214,81430
18215,81889
18215,81430
18215,82052
18215,81421
18216,81889
18216,82039
18216,81296
18218,81726
18219,81421
18219,81356
18220,81379
18220,81922
18220,81421
18220,81386
18222,81394
18222,81476
18222,81453
18222,82062
18222,81613
18222,81306
18222,81421
18222,81608
18223,81430
18223,81682
18223,82039
18223,82054
18223,81526
18223,81918
18223,81392
18225,81903
18225,82039
18226,81430
18226,82039
18227,81928
18227,22245
18227,81842
18227,82039
18227,81526
18227,81421
18227,78839
18227,81560
18231,81889
18231,81561
18231,81886
18231,81558
18231,81296
18232,81430
18233,81421
18234,81592
18234,81677
18234,82039
18235,46099
18237,81430
18237,81382
18237,77085
18237,38779
18237,81887
18237,81421
18237,81863
18237,81296
18237,81619
18237,81345
18237,55665
18237,81356
18237,81385
18237,81812
18237,81726
18239,81430
18241,81476
18241,81551
18241,81296
18241,81709
18245,81476
18245,81296
18246,81476
18246,81627
18246,81271
18246,81932
18246,81256
18246,81515
18246,81430
18246,81561
18246,25303
18246,81785
18246,81851
18246,81806
18246,81421
18246,81587
18246,81841
18246,81296
18246,51863
18246,81350
18246,78884
18246,58300
18246,81941
18248,81476
18249,81785
18249,81806
18249,81421
18250,81564
18250,46099
18250,81421
18251,81560
18252,81296
18253,81889
18253,82039
18253,81526
18253,81421
18253,81918
18253,81869
18254,81691
18254,81383
18258,81356
18258,81934
18259,81476
18260,81476
18262,81421
18263,81421
18263,81836
18263,81386
18264,11090
18264,82039
18264,81421
18264,81296
18264,81726
18264,81295
18265,81889
18265,81726
18266,81476
18266,81614
18267,39666
18267,81421
18267,81354
18267,26416
18269,81476
18269,81889
18269,81526
18269,81421
18270,81445
18270,81903
18270,39666
18270,81421
18273,46099
18273,82050
18273,81421
18273,82049
18273,81296
18273,70534
18274,81963
18274,81296
18274,54287
18274,81836
18275,81296
18276,81296
18278,81430
18279,81430
18280,82039
18280,81421
18280,81296
18280,51863
18280,81260
18280,81356
18280,81349
18280,82035
18281,81421
18282,81889
18283,81430
18283,81561
18283,81421
18285,81430
18286,81421
18287,82039
18287,81567
18287,70534
18288,81430
18291,82045
18291,81889
18291,81438
18291,81388
18291,26581
18291,81421
18291,43576
18291,81296
18291,54287
18291,55665
18291,81383
18291,81356
18291,81812
18291,81869
18291,81735
18296,81421
18296,81587
18297,81476
18297,81889
18297,81561
18297,82039
18297,82054
18297,81421
18297,81296
18297,55665
18297,81356
18297,81869
18298,81476
18298,81430
18298,81869
18302,81430
18305,81889
18306,81889
18306,15108
18306,81661
18307,81310
18307,81421
18308,81430
18313,81430
18315,81421
18316,82039
18319,81430
18320,81430
18320,81869
18321,81889
18322,81476
18322,81430
18322,81682
18322,81726
18322,81609
18322,81869
18323,81916
18323,81584
18323,81430
18323,81421
18323,81407
18323,81487
18323,82032
18323,82023
18323,81774
18325,81430
18325,78839
18325,81661
18325,70534
18326,82057
18326,81328
18326,81988
18326,81356
18328,81421
18332,81526
18332,81421
18333,81726
18334,81296
18335,26581
18335,81421
18340,81421
18340,81356
18341,81296
18342,81421
18342,82065
18342,55665
18342,81713
18345,81526
18345,81953
18348,81430
18348,81561
18348,81736
18348,81887
18348,81421
18348,81506
18348,81869
18350,81430
18350,39666
18350,81421
18350,51899
18353,81476
18353,22099
18353,81903
18358,81430
18358,81771
18360,81421
18362,81430
18363,46099
18365,81430
18365,81869
18366,81421
18366,81450
18366,82058
18366,81988
18367,81626
18367,81430
18367,81678
18367,81682
18367,81736
18367,29200
18367,81771
18367,81407
18367,50694
18367,82023
18367,81983
18367,78839
18367,81392
18367,81385
18370,81476
18370,81885
18370,81834
18370,35005
18370,81836
18370,81661
18370,81567
18370,81307
18371,81430
18372,81430
18373,81430
18374,81526
18375,81394
18375,81453
18375,82062
18375,81613
18375,9
18375,81306
18375,81407
18375,81356
18375,81608
18377,81476
18377,81430
18377,81887
18377,81812
18379,81430
18379,81493
18379,78839
18379,81901
18379,82046
18381,81515
18381,81526
18383,81430
18386,81430
18386,81421
18386,81968
18386,81726
18386,81869
18389,81394
18389,81476
18389,81271
18389,81379
18389,81956
18390,82015
18390,81707
18390,13300
18390,81613
18390,29200
18390,82000
18390,81490
18390,81922
18390,81988
18390,78839
18390,81918
18390,78884
18390,58300
18390,81560
18390,79140
18390,81661
18390,81448
18390,26416
18390,81346
18391,81476
18391,75201
18391,81669
18391,76123
18391,22245
18391,82044
18391,81421
18391,81587
18391,81578
18391,81914
18391,81982
18391,81560
18391,79548
18392,81889
18393,81864
18393,81356
18398,81889
18398,81421
18400,81476
18400,81288
18400,78884
18400,58300
18403,81476
18403,81736
18408,81560
18409,81831
18409,81560
18410,81785
18410,81421
18413,82039
18414,81430
18414,82039
18414,81421
18414,81869
18416,81869
18418,81476
18418,81889
18418,81421
18419,81526
18419,81351
18421,81491
18421,81421
18421,81988
18421,81661
18423,81430
18424,81865
18424,81421
18424,81296
18425,81430
18426,81421
18428,81430
18431,46099
18433,81356
18434,81491
18434,82000
18434,81755
18435,81833
18435,15078
18435,15076
18435,81382
18435,82039
18435,81760
18435,81918
18436,81476
18438,81356
18439,81430
18441,81785
18441,81526
18441,81296
18441,81356
18441,81325
18441,81636
18442,81628
18442,81526
18442,81869
18443,81686
18443,81587
18443,81356
18445,82039
18445,82058
18445,81941
18447,81430
18447,81561
18447,81682
18447,81726
18447,81869
18450,81430
18451,81430
18452,81584
18452,81430
18452,13479
18452,81421
18452,81639
18452,50694
18452,81812
18452,81836
18452,81942
18453,81691
18453,81356
18455,81526
18455,81869
18456,55665
18458,81379
18458,81296
18458,70534
18459,81889
18459,81421
18459,81296
18459,81337
18460,81889
18460,81421
18461,81421
18463,81889
18464,81476
18464,81397
18464,81584
18464,81301
18464,81430
18464,81551
18464,81854
18464,81642
18464,81558
18464,81887
18464,81338
18464,78008
18464,43189
18464,50694
18464,82032
18464,81812
18464,82035
18465,81889
18466,81561
18467,81430
18467,81887
18468,81592
18468,81744
18468,81296
18468,81755
18469,81430
18469,81296
18469,78839
18470,1123
18470,81584
18470,44729
18470,81430
18471,81476
18471,82031
18471,81736
18472,81421
18474,81865
18474,81748
18474,81639
18474,81506
18474,54287
18474,81836
18474,70534
18474,81869
18475,81421
18476,81561
18477,1123
18477,81903
18477,81526
18477,81609
18478,81889
18480,81430
18482,81889
18482,81421
18482,81296
18482,55665
18482,81356
18482,81709
18482,81812
18482,81869
18485,81421
18487,81301
18487,81526
18487,81421
18487,81487
18487,81918
18487,81934
18488,81430
18489,75201
18489,81561
18489,15108
18489,25303
18489,81526
18489,81421
18489,81639
18489,81407
18489,81560
18489,81869
18490,81421
18494,81560
18495,81628
18495,73757
18495,81421
18495,78839
18496,81869
18497,81749
18497,81296
18497,70534
18497,81307
18498,81476
18498,81889
18498,81526
18498,81421
18499,81476
18499,75201
18499,81421
18499,81451
18499,81661
18499,81869
18499,81636
18500,81526
18507,82031
18507,81430
18507,13479
18507,81833
18507,81984
18507,81438
18507,82062
18507,82039
18507,81421
18507,43576
18507,82065
18507,55665
18507,81356
18507,81304
18507,64181
18507,80245
18508,81476
18508,81379
18508,81421
18509,81476
18509,81889
18510,81889
18513,26581
18513,81526
18513,81421
18514,81430
18514,81421
18515,81430
18517,81889
18517,82031
18517,81421
18517,81639
18517,81296
18517,81356
18517,81709
18519,81430
18520,81889
18523,81918
18528,81430
18528,81682
18528,55665
18528,81726
18528,81609
18528,81869
18529,81421
18530,81421
18531,81296
18532,81889
18532,75201
18532,81421
18534,82031
18534,81301
18534,81526
18534,81918
18535,81560
18536,1123
18536,81833
18536,9
18536,82039
18536,81291
18536,81421
18536,81755
18536,81357
18540,81421
18542,81430
18543,81421
18546,81526
18547,81476
18547,12903
18547,46099
18547,81903
18548,81476
18548,81430
18549,81889
18549,81430
18549,81558
18549,82039
18549,81863
18549,81296
18549,81992
18549,81348
18550,81430
18550,81561
18550,25303
18550,81736
18550,73757
18550,81421
18550,78008
18550,50694
18550,55665
18550,81869
18551,81430
18553,81430
18554,81889
18555,81421
18557,81430
18558,81889
18559,81476
18560,81889
18560,81430
18561,81430
18562,81421
18563,81430
18564,81430
18564,81526
18565,81296
18566,81356
18567,82044
18567,81918
18568,81889
18568,81430
18568,81421
18568,78008
18568,81506
18568,55665
18568,81869
18570,81476
18571,81526
18571,81887
18571,81869
18572,81869
18573,81296
18573,81869
18574,81430
18574,81561
18574,81869
18576,82039
18576,81296
18577,82031
18577,81421
18577,81296
18577,81465
18580,81476
18580,81869
18581,5016
18581,81430
18581,82039
18581,78008
18581,50694
18581,81392
18581,81869
18583,81430
18584,81476
18584,39666
18586,81430
18586,81869
18587,81476
18587,75201
18587,81430
18587,81865
18587,82000
18587,81421
18587,81726
18587,70534
18588,81430
18591,81430
18591,81526
18593,81430
18593,81561
18593,81296
18593,50694
18593,81951
18593,81869
18594,81430
18594,81526
18594,81887
18594,81421
18595,81476
18595,30456
18596,81918
18601,81898
18601,81558
18601,81288
18601,81560
18602,81526
18604,81359
18604,81356
18605,81721
18605,81526
18605,81421
18605,78839
18607,81430
18607,81561
18607,82039
18607,78839
18608,81430
18609,81889
18609,81903
18609,78839
18610,81584
18610,81889
18610,81927
18610,81678
18610,82039
18610,81391
18610,81421
18610,40716
18610,81407
18610,81296
18610,82023
18610,81934
18610,81869
18611,81421
18612,81476
18613,81421
18615,81889
18615,81674
18617,82039
18617,81421
18617,81296
18617,81726
18619,81430
18621,81430
18621,81561
18621,82039
18621,81988
18621,81356
18621,81726
18621,81869
18621,81735
18622,81526
18628,82039
18628,81421
18628,81296
18629,81922
18629,81421
18629,81755
18630,81415
18630,81526
18631,81852
18631,81868
18631,81430
18631,81526
18631,81726
18639,81296
18639,78839
18644,81476
18644,81301
18644,81922
18644,81864
18645,81561
18646,82045
18646,81756
18646,81430
18646,81642
18646,82039
18646,81374
18646,34122
18646,81851
18646,81887
18646,81421
18646,81535
18646,81402
18646,81992
18646,81345
18646,81356
18646,81304
18646,81950
18646,81769
18646,81869
18647,81889
18647,81430
18647,82039
18647,81421
18647,81869
18649,81262
18649,81728
18649,25901
18649,39666
18649,81867
18649,81560
18649,81934
18652,82038
18652,81421
18652,81296
18652,81988
18652,81356
18652,81836
18652,81562
18654,81476
18655,81394
18655,81477
18655,81677
18655,81421
18655,81587
18658,81421
18659,81430
18659,81526
18659,81421
18659,81726
18662,81561
18662,81296
18664,81356
18666,81257
18666,81421
18669,81526
18671,81430
18671,81735
18672,82039
18672,38965
18673,81889
18674,81903
18674,82000
18675,81780
18675,82039
18675,81526
18675,81421
18679,81430
18679,81735
18681,81927
18681,81296
18684,81889
18684,26581
18684,81903
18684,82054
18684,81526
18684,81452
18684,81421
18684,81296
18684,81831
18684,81560
18684,81700
18684,70534
18684,81802
18686,55665
18687,81889
18687,82039
18687,82065
18687,81841
18688,81988
18688,81869
18689,75201
18689,82039
18689,81726
18689,81869
18690,81628
18690,81613
18690,81842
18690,81421
18690,81487
18690,78839
18690,70534
18691,81430
18692,81430
18693,81883
18693,81476
18693,82021
18693,81328
18693,81337
18693,81356
18694,81889
18695,81430
18697,81421
18698,81430
18700,81430
18700,81558
18700,81526
18700,81869
18701,81903
18701,81421
18702,81421
18702,81385
18703,81889
18703,81379
18703,32645
18704,81558
18706,81296
18711,81476
18711,81515
18713,81547
18713,81328
18713,81421
18713,81639
18713,81836
18714,81476
18716,81476
18717,81560
18718,81476
18719,81889
18719,82039
18719,81421
18719,81755
18721,81476
18721,81421
18722,81430
18723,81476
18724,81430
18724,81421
18724,81869
18724,81735
18726,82039
18726,81296
18727,81889
18727,81421
18729,81889
18729,55665
18729,81812
18730,81526
18731,81642
18731,81501
18731,82054
18731,81296
18731,81356
18734,81736
18737,81889
18737,82039
18737,55665
18737,81869
18738,81421
18739,81430
18739,82039
18739,81887
18739,50694
18739,81918
18741,81430
18742,81421
18743,81421
18744,81430
18745,81430
18747,5546
18747,14823
18747,81513
18747,81558
18747,81269
18748,82018
18748,81714
18748,81526
18750,22245
18750,81421
18750,81673
18753,81476
18753,4460
18753,81430
18753,81806
18753,81356
18753,60293
18754,81476
18754,15078
18754,15076
18755,81430
18758,25901
18758,82039
18761,81476
18761,81869
18763,81476
18763,81337
18763,81933
18764,81476
18765,81430
18767,81430
18767,81379
18767,81421
18772,81523
18772,81421
18773,25901
18773,81526
18773,81922
18773,81560
18773,81934
18775,81889
18775,81430
18775,81561
18775,81682
18775,25303
18775,81726
18775,81609
18775,81869
18776,81476
18777,81476
18778,82039
18779,81523
18779,81526
18779,81421
18779,81968
18780,81421
18782,81476
18782,81865
18782,81841
18782,55665
18783,81430
18783,81421
18785,81476
18787,81889
18787,81430
18787,81421
18788,1123
18788,75480
18788,81749
18788,82039
18788,79140
18789,81394
18789,81476
18789,81524
18789,81642
18789,81613
18789,81306
18789,81295
18790,81889
18791,81889
18791,81421
18791,81448
18792,81301
18792,81430
18792,82061
18792,82039
18792,61217
18792,81421
18792,55665
18792,81812
18792,81726
18792,70534
18792,81869
18793,81430
18793,81865
18793,81354
18793,81735
18794,81421
18796,81430
18798,81421
18798,79140
18799,81500
18799,81421
18801,82039
18801,81421
18803,81430
18804,81476
18804,81353
18804,81939
18805,81421
18806,81476
18807,81430
18808,81889
18809,81430
18812,81797
18812,81430
18812,81526
18812,81288
18812,81421
18812,81411
18812,81918
18812,81726
18812,81869
18813,81726
18814,81889
18817,82039
18817,81421
18817,82020
18817,78839
18817,70534
18817,81616
18818,81476
18818,81889
18818,81561
18819,81476
18819,81421
18819,81869
18819,81295
18820,81421
18820,78839
18820,70534
18821,81430
18822,81476
18823,81476
18823,81430
18823,17051
18823,82039
18823,81344
18823,81526
18823,81887
18823,81812
18823,81726
18824,81736
18824,81726
18824,81869
18825,81889
18828,82039
18828,81421
18828,78839
18829,81421
18830,81476
18830,81669
18830,81609
18832,81430
18832,81421
18834,81476
18834,75201
18834,81526
18834,81421
18835,82062
18835,81560
18835,70534
18836,81430
18836,81526
18837,81889
18837,81421
18837,81691
18837,54287
18837,81356
18838,81476
18838,81328
18839,81889
18839,81430
18839,81421
18839,81733
18840,81430
18840,81421
18841,81430
18841,81561
18841,81968
18841,81869
18842,81430
18843,81476
18843,81450
18844,81476
18845,81476
18847,81430
18848,81476
18850,81889
18850,82039
18850,81296
18851,81476
18851,81889
18851,82047
18851,82062
18851,81736
18851,81526
18851,61217
18852,55665
18853,81476
18853,81889
18854,81430
18855,81289
18855,81328
18855,81296
18858,81430
18858,82039
18858,50694
18858,55665
18858,81812
18858,81869
18858,81282
18859,81526
18861,81430
18861,81526
18861,81709
18861,81385
18861,81812
18861,81726
18862,81421
18863,81889
18863,81526
18863,81421
18865,81476
18865,81807
18865,46099
18865,81296
18866,81407
18866,81296
18866,81354
18867,81421
18869,81476
18869,81430
18870,82039
18870,81296
18870,81337
18870,81918
18872,81430
18875,81889
18875,81430
18875,81421
18875,55665
18875,81356
18875,81869
18876,81430
18877,81430
18877,81642
18877,81558
18877,82000
18877,78008
18877,50694
18878,81869
18881,81296
18881,81988
18882,81628
18882,81885
18882,81759
18882,81526
18882,73757
18882,78839
18884,81605
18884,81476
18884,81628
18884,81903
18884,81842
18884,81526
18884,73757
18884,81862
18884,81421
18884,81968
18884,78839
18884,81661
18884,81354
18884,70534
18887,81421
18887,81296
18889,81889
18890,81526
18890,81421
18894,81430
18895,81526
18897,5016
18897,81430
18897,82000
18897,81493
18898,81476
18898,81397
18898,81430
18898,81561
18898,81421
18898,40716
18898,81869
18899,81476
18899,81421
18900,81476
18900,81421
18901,81476
18902,81558
18902,81560
18902,81934
18903,82039
18904,81476
18904,81515
18904,81613
18904,39666
18904,81941
18908,81918
18911,81476
18911,75958
18911,81328
18913,81476
18913,81430
18913,81869
18914,82039
18915,36213
18915,81490
18915,81421
18915,81633
18915,81934
18916,81526
18916,81328
18916,81968
18916,81836
18916,82046
18917,81620
18917,81889
18917,81328
18917,81296
18918,81476
18919,81476
18919,81584
18919,81649
18919,75480
18919,81430
18919,81407
18919,81988
18919,81700
18919,70534
18919,81489
18920,81476
18920,81707
18920,81421
18920,81307
18921,81476
18926,75958
18926,81927
18926,81344
18926,81901
18926,81869
18927,81889
18927,82039
18927,81869
18928,81476
18928,22099
18928,81421
18928,60293
18932,24706
